class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,spore-print-color,population,habitat
poisonous,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,woods
poisonous,flat,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,chocolate,scattered,urban
edible,flat,smooth,buff,bruises,none,free,close,broad,white,enlarging,bulbous,#N/A,clustered,waste
edible,convex,smooth,pink,bruises,none,free,close,broad,white,enlarging,bulbous,#N/A,clustered,waste
edible,knobbed,smooth,brown,bruises,none,free,close,broad,red,enlarging,bulbous,#N/A,clustered,waste
poisonous,flat,scaly,pink,bruises,none,free,close,broad,gray,enlarging,bulbous,green,several,grasses
poisonous,flat,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,several,paths
poisonous,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,paths
poisonous,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,several,woods
poisonous,flat,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,woods
poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,woods
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,several,grasses
poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,several,woods
poisonous,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,paths
poisonous,flat,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,solitary,woods
poisonous,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,paths
poisonous,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,solitary,paths
edible,flat,scaly,purple,no,none,free,close,narrow,white,enlarging,bulbous,chocolate,solitary,woods
poisonous,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,grasses
poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,#N/A,several,leaves
poisonous,convex,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,several,grasses
poisonous,convex,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,grasses
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,woods
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,paths
edible,flat,smooth,buff,bruises,none,free,close,broad,red,enlarging,bulbous,#N/A,clustered,waste
poisonous,flat,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,paths
poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,woods
edible,convex,smooth,brown,bruises,none,free,close,broad,white,enlarging,bulbous,#N/A,clustered,waste
poisonous,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,woods
poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,#N/A,several,paths
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,woods
poisonous,convex,scaly,brown,no,none,free,close,narrow,white,enlarging,bulbous,#N/A,several,woods
poisonous,bell,smooth,buff,bruises,none,free,close,broad,white,enlarging,bulbous,green,several,grasses
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,several,woods
poisonous,flat,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,woods
edible,flat,scaly,purple,no,none,free,close,narrow,purple,enlarging,bulbous,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,grasses
poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,solitary,grasses
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,woods
edible,convex,scaly,red,bruises,none,free,close,broad,white,enlarging,bulbous,#N/A,clustered,waste
poisonous,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,grasses
poisonous,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,grasses
poisonous,convex,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,several,paths
poisonous,flat,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,paths
edible,knobbed,smooth,buff,bruises,none,free,close,broad,white,enlarging,bulbous,#N/A,clustered,waste
poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,woods
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,several,paths
poisonous,flat,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,chocolate,several,urban
poisonous,convex,smooth,gray,no,creosote,free,close,narrow,pink,enlarging,bulbous,brown,several,woods
poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,solitary,woods
edible,flat,scaly,purple,no,none,free,close,narrow,pink,enlarging,bulbous,chocolate,several,woods
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,solitary,woods
poisonous,flat,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,grasses
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,paths
poisonous,convex,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,chocolate,scattered,urban
poisonous,flat,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,paths
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,several,woods
poisonous,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,grasses
poisonous,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,woods
poisonous,convex,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,grasses
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,paths
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,paths
poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,#N/A,several,leaves
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,paths
poisonous,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,paths
poisonous,flat,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,woods
poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,several,woods
poisonous,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,several,woods
poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,#N/A,several,leaves
edible,knobbed,scaly,buff,bruises,none,free,close,broad,red,enlarging,bulbous,#N/A,clustered,waste
edible,flat,scaly,buff,bruises,none,free,close,broad,white,enlarging,bulbous,#N/A,clustered,waste
poisonous,convex,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,grasses
poisonous,flat,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,solitary,grasses
poisonous,convex,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,chocolate,scattered,urban
poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,paths
poisonous,convex,smooth,white,bruises,foul,free,close,broad,pink,tapering,bulbous,chocolate,scattered,urban
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,several,paths
poisonous,convex,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,paths
poisonous,convex,smooth,white,bruises,foul,free,close,broad,pink,tapering,bulbous,chocolate,scattered,urban
poisonous,flat,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,chocolate,scattered,grasses
poisonous,convex,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,chocolate,scattered,urban
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,woods
poisonous,flat,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,paths
edible,convex,scaly,white,no,none,free,close,narrow,purple,enlarging,bulbous,chocolate,solitary,woods
edible,convex,smooth,red,bruises,none,free,close,broad,red,enlarging,bulbous,#N/A,clustered,waste
poisonous,convex,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,grasses
poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,#N/A,several,leaves
poisonous,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,paths
poisonous,flat,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,paths
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,paths
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,woods
edible,flat,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbous,brown,solitary,woods
poisonous,convex,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,woods
poisonous,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,paths
poisonous,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,grasses
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,solitary,paths
poisonous,knobbed,fibrous,yellow,no,none,free,close,narrow,white,enlarging,bulbous,#N/A,several,woods
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,grasses
edible,knobbed,fibrous,cinnamon,no,none,free,crowded,narrow,white,enlarging,bulbous,#N/A,several,leaves
poisonous,flat,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,paths
poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,woods
poisonous,convex,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,several,paths
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,grasses
poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,woods
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,several,paths
poisonous,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,solitary,woods
poisonous,bell,scaly,pink,bruises,none,free,close,broad,white,enlarging,bulbous,green,several,grasses
edible,knobbed,scaly,pink,bruises,none,free,close,broad,red,enlarging,bulbous,#N/A,clustered,waste
poisonous,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,several,grasses
edible,knobbed,scaly,buff,bruises,none,free,close,broad,red,enlarging,bulbous,#N/A,clustered,waste
poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,woods
poisonous,convex,smooth,white,bruises,foul,free,close,broad,pink,tapering,bulbous,chocolate,scattered,urban
poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,#N/A,several,paths
poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,#N/A,several,woods
poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,#N/A,several,paths
poisonous,flat,grooves,white,bruises,none,free,crowded,narrow,white,enlarging,bulbous,#N/A,clustered,leaves
poisonous,convex,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,chocolate,several,urban
edible,flat,scaly,cinnamon,no,none,free,crowded,narrow,white,enlarging,bulbous,#N/A,several,leaves
poisonous,convex,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,woods
poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,paths
edible,flat,scaly,pink,bruises,none,free,close,broad,white,enlarging,bulbous,#N/A,clustered,waste
poisonous,convex,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,chocolate,several,grasses
poisonous,convex,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbous,chocolate,scattered,grasses
poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,#N/A,several,paths
edible,knobbed,scaly,cinnamon,no,none,free,crowded,narrow,white,enlarging,bulbous,#N/A,several,leaves
poisonous,convex,smooth,white,bruises,foul,free,close,broad,white,tapering,bulbous,chocolate,scattered,urban
poisonous,convex,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,chocolate,several,grasses
poisonous,flat,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,chocolate,several,urban
poisonous,flat,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,chocolate,several,grasses
edible,knobbed,scaly,cinnamon,no,none,free,crowded,narrow,white,enlarging,bulbous,#N/A,several,leaves
poisonous,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,woods
poisonous,flat,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,chocolate,several,grasses
poisonous,flat,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,chocolate,scattered,urban
poisonous,conical,grooves,white,bruises,none,free,crowded,narrow,white,enlarging,bulbous,#N/A,clustered,leaves
poisonous,convex,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,chocolate,scattered,urban
poisonous,bell,grooves,white,bruises,none,free,crowded,narrow,white,enlarging,bulbous,#N/A,clustered,leaves
poisonous,convex,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,chocolate,several,grasses
poisonous,flat,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,chocolate,scattered,urban
poisonous,bell,fibrous,yellow,no,none,free,close,narrow,white,enlarging,bulbous,#N/A,several,woods
poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,#N/A,several,woods
poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,#N/A,several,woods
edible,knobbed,smooth,brown,bruises,none,free,close,broad,white,enlarging,bulbous,#N/A,clustered,waste
edible,knobbed,scaly,buff,bruises,none,free,close,broad,white,enlarging,bulbous,#N/A,clustered,waste
poisonous,flat,smooth,white,bruises,foul,free,close,broad,white,tapering,bulbous,chocolate,several,grasses
poisonous,flat,smooth,buff,bruises,none,free,close,broad,white,enlarging,bulbous,green,several,meadows
poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,grasses
poisonous,flat,smooth,buff,bruises,none,free,close,broad,green,enlarging,bulbous,green,several,grasses
poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,#N/A,several,paths
poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,#N/A,several,paths
poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,woods
edible,convex,smooth,red,bruises,none,free,close,broad,red,enlarging,bulbous,#N/A,clustered,waste
poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,#N/A,several,leaves
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,solitary,grasses
poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,#N/A,several,woods
edible,flat,fibrous,brown,no,none,free,crowded,narrow,white,enlarging,bulbous,#N/A,several,leaves
poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,#N/A,several,paths
edible,convex,smooth,buff,bruises,none,free,close,broad,red,enlarging,bulbous,#N/A,clustered,waste
edible,flat,scaly,brown,bruises,none,free,close,broad,white,enlarging,bulbous,#N/A,clustered,waste
poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,solitary,paths
poisonous,flat,scaly,buff,bruises,none,free,close,broad,green,enlarging,bulbous,green,several,meadows
poisonous,convex,scaly,brown,no,none,free,close,narrow,white,enlarging,bulbous,#N/A,several,woods
poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,#N/A,several,leaves
poisonous,convex,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,chocolate,scattered,grasses
poisonous,convex,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbous,chocolate,several,grasses
poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,paths
poisonous,flat,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,chocolate,several,grasses
poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,#N/A,several,leaves
poisonous,convex,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,chocolate,several,grasses
poisonous,flat,fibrous,brown,no,none,free,close,narrow,white,enlarging,bulbous,#N/A,several,woods
edible,convex,scaly,red,bruises,none,free,close,broad,white,enlarging,bulbous,#N/A,clustered,waste
poisonous,flat,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,chocolate,scattered,grasses
poisonous,flat,smooth,white,bruises,foul,free,close,broad,pink,tapering,bulbous,chocolate,scattered,grasses
edible,knobbed,scaly,red,bruises,none,free,close,broad,white,enlarging,bulbous,#N/A,clustered,waste
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,paths
poisonous,convex,fibrous,brown,no,none,free,close,narrow,white,enlarging,bulbous,#N/A,several,woods
edible,convex,scaly,brown,bruises,none,free,close,broad,red,enlarging,bulbous,#N/A,clustered,waste
poisonous,convex,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,grasses
poisonous,flat,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbous,chocolate,several,grasses
poisonous,flat,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbous,chocolate,scattered,grasses
poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,grasses
poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,woods
edible,convex,smooth,pink,bruises,none,free,close,broad,white,enlarging,bulbous,#N/A,clustered,waste
edible,flat,smooth,pink,bruises,none,free,close,broad,red,enlarging,bulbous,#N/A,clustered,waste
poisonous,bell,scaly,white,bruises,none,free,close,broad,green,enlarging,bulbous,green,several,grasses
edible,convex,scaly,cinnamon,no,none,free,crowded,narrow,white,enlarging,bulbous,#N/A,several,leaves
edible,flat,smooth,brown,bruises,none,free,close,broad,white,enlarging,bulbous,#N/A,clustered,waste
poisonous,convex,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbous,chocolate,several,urban
poisonous,convex,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,chocolate,several,grasses
poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,solitary,woods
poisonous,convex,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,chocolate,several,urban
poisonous,convex,smooth,white,bruises,foul,free,close,broad,pink,tapering,bulbous,chocolate,scattered,grasses
edible,flat,scaly,cinnamon,no,none,free,crowded,narrow,white,enlarging,bulbous,#N/A,several,leaves
poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,#N/A,several,woods
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,solitary,woods
edible,convex,scaly,white,no,none,free,close,narrow,chocolate,enlarging,bulbous,chocolate,several,woods
poisonous,convex,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,several,paths
poisonous,flat,scaly,pink,bruises,none,free,close,broad,white,enlarging,bulbous,green,several,grasses
poisonous,flat,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbous,chocolate,several,urban
poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,#N/A,several,woods
edible,knobbed,smooth,pink,bruises,none,free,close,broad,white,enlarging,bulbous,#N/A,clustered,waste
poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,#N/A,several,leaves
poisonous,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,paths
poisonous,flat,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbous,chocolate,scattered,urban
edible,knobbed,scaly,pink,bruises,none,free,close,broad,red,enlarging,bulbous,#N/A,clustered,waste
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,paths
poisonous,flat,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,solitary,woods
poisonous,convex,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,chocolate,scattered,grasses
poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,#N/A,several,paths
poisonous,convex,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,several,woods
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,woods
poisonous,flat,fibrous,brown,no,none,free,close,narrow,white,enlarging,bulbous,#N/A,several,woods
edible,knobbed,smooth,buff,bruises,none,free,close,broad,white,enlarging,bulbous,#N/A,clustered,waste
poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,chocolate,several,grasses
poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,#N/A,several,leaves
poisonous,convex,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbous,chocolate,scattered,urban
edible,flat,smooth,brown,bruises,none,free,close,broad,red,enlarging,bulbous,#N/A,clustered,waste
poisonous,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,several,paths
poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,#N/A,several,woods
poisonous,convex,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,chocolate,several,urban
poisonous,convex,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbous,chocolate,several,grasses
poisonous,flat,scaly,pink,bruises,none,free,close,broad,white,enlarging,bulbous,green,several,meadows
edible,knobbed,scaly,buff,bruises,none,free,close,broad,white,enlarging,bulbous,#N/A,clustered,waste
poisonous,convex,smooth,white,bruises,foul,free,close,broad,white,tapering,bulbous,chocolate,several,urban
poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,#N/A,several,woods
edible,knobbed,scaly,brown,bruises,none,free,close,broad,white,enlarging,bulbous,#N/A,clustered,waste
poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,chocolate,solitary,woods
edible,convex,scaly,pink,bruises,none,free,close,broad,white,enlarging,bulbous,#N/A,clustered,waste
poisonous,flat,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,chocolate,scattered,urban
edible,convex,smooth,pink,bruises,none,free,close,broad,red,enlarging,bulbous,#N/A,clustered,waste
poisonous,bell,scaly,brown,no,none,free,close,narrow,white,enlarging,bulbous,#N/A,several,woods
poisonous,flat,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbous,chocolate,several,grasses
poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,#N/A,several,paths
