class,cap-shape,cap-surface,cap-color,odor,spore-print-color,population,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
edible,flat,scaly,red,none,brown,several,,,,
edible,flat,scaly,red,none,black,several,,,,
poisonous,flat,smooth,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
edible,flat,scaly,red,none,brown,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
edible,flat,fibrous,red,none,brown,several,,,,
edible,flat,scaly,red,none,brown,several,,,,
edible,flat,scaly,red,none,brown,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
edible,flat,scaly,brown,none,black,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
edible,flat,fibrous,gray,none,brown,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
edible,flat,fibrous,cinnamon,none,white,several,,,,
poisonous,convex,fibrous,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,smooth,buff,foul,chocolate,scattered,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
edible,flat,fibrous,gray,none,black,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
edible,flat,scaly,red,none,black,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
edible,flat,fibrous,gray,none,black,solitary,,,,
poisonous,convex,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,gray,foul,chocolate,solitary,,,,
edible,flat,scaly,brown,none,brown,solitary,,,,
edible,flat,fibrous,gray,none,brown,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,smooth,buff,foul,chocolate,scattered,,,,
edible,flat,fibrous,red,none,brown,solitary,,,,
poisonous,convex,scaly,brown,fishy,white,several,,,,
edible,convex,scaly,gray,none,brown,several,,,,
poisonous,convex,fibrous,gray,creosote,black,several,,,,
poisonous,convex,fibrous,pink,creosote,brown,several,,,,
poisonous,convex,scaly,brown,fishy,white,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,smooth,gray,foul,chocolate,scattered,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,smooth,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
edible,flat,scaly,red,none,brown,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,smooth,white,foul,chocolate,scattered,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,smooth,white,foul,chocolate,scattered,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,smooth,buff,foul,chocolate,scattered,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
edible,flat,scaly,gray,none,brown,solitary,,,,
poisonous,flat,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,pink,creosote,black,scattered,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
edible,knobbed,scaly,brown,none,white,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
edible,flat,smooth,pink,none,white,clustered,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
edible,knobbed,smooth,pink,none,white,clustered,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
edible,flat,scaly,gray,none,brown,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
edible,convex,scaly,green,none,chocolate,several,,,,
poisonous,flat,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,brown,spicy,white,several,,,,
poisonous,flat,scaly,yellow,foul,chocolate,several,,,,
poisonous,knobbed,scaly,brown,none,white,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
edible,flat,scaly,red,none,black,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,smooth,buff,foul,chocolate,scattered,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
edible,convex,smooth,red,none,white,clustered,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,bell,scaly,white,none,white,clustered,,,,
poisonous,flat,smooth,buff,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,smooth,white,foul,chocolate,scattered,,,,
edible,flat,scaly,gray,none,brown,several,,,,
poisonous,convex,scaly,brown,fishy,white,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
edible,flat,scaly,red,none,black,several,,,,
edible,convex,scaly,buff,none,white,clustered,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
edible,convex,scaly,purple,none,chocolate,solitary,,,,
poisonous,convex,fibrous,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
edible,flat,fibrous,red,none,brown,solitary,,,,
poisonous,flat,smooth,buff,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,yellow,foul,chocolate,several,,,,
edible,flat,scaly,brown,none,black,several,,,,
poisonous,flat,scaly,yellow,foul,chocolate,solitary,,,,
edible,convex,smooth,buff,none,white,clustered,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
edible,flat,fibrous,red,none,black,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,brown,fishy,white,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,smooth,gray,creosote,black,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,smooth,gray,foul,chocolate,scattered,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
edible,flat,scaly,gray,none,black,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
edible,flat,scaly,brown,none,brown,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
edible,knobbed,scaly,buff,none,white,clustered,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,brown,spicy,white,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,smooth,white,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
edible,flat,scaly,brown,none,black,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
edible,flat,fibrous,cinnamon,none,white,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,none,white,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,smooth,gray,foul,chocolate,several,,,,
edible,flat,smooth,brown,none,white,clustered,,,,
poisonous,convex,scaly,brown,fishy,white,several,,,,
poisonous,convex,smooth,gray,creosote,black,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
edible,convex,smooth,buff,none,white,clustered,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,brown,spicy,white,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
edible,convex,scaly,purple,none,chocolate,several,,,,
edible,flat,scaly,buff,none,white,clustered,,,,
poisonous,flat,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,flat,smooth,buff,foul,chocolate,several,,,,
poisonous,flat,smooth,white,none,green,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
edible,flat,fibrous,gray,none,brown,several,,,,
edible,convex,scaly,purple,none,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
edible,flat,fibrous,red,none,brown,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,scaly,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,white,creosote,brown,several,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,scaly,gray,foul,chocolate,several,,,,
poisonous,flat,scaly,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,several,,,,
poisonous,convex,scaly,yellow,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,yellow,foul,chocolate,solitary,,,,
poisonous,convex,fibrous,yellow,foul,chocolate,several,,,,
poisonous,flat,scaly,gray,foul,chocolate,solitary,,,,
poisonous,flat,fibrous,gray,foul,chocolate,solitary,,,,
